	A	W	E	U	N	B	S	P	AW	AE	AU	AN	AB	AS	AP	WE	WU	WN	WB	WS	WP	EU	EN	EB	ES	EP	UN	UB	US	UP	NB	NS	NP	BS	BP	SP	AWE	AWU	AWN	AWB	AWS	AWP	AEU	AEN	AEB	AES	AEP	AUN	AUB	AUS	AUP	ANB	ANS	ANP	ABS	ABP	ASP	WEU	WEN	WEB	WES	WEP	WUN	WUB	WUS	WUP	WNB	WNS	WNP	WBS	WBP	WSP	EUN	EUB	EUS	EUP	ENB	ENS	ENP	EBS	EBP	ESP	UNB	UNS	UNP	UBS	UBP	USP	NBS	NBP	NSP	BSP	AWEU	AWEN	AWEB	AWES	AWEP	AWUN	AWUB	AWUS	AWUP	AWNB	AWNS	AWNP	AWBS	AWBP	AWSP	AEUN	AEUB	AEUS	AEUP	AENB	AENS	AENP	AEBS	AEBP	AESP	AUNB	AUNS	AUNP	AUBS	AUBP	AUSP	ANBS	ANBP	ANSP	ABSP	WEUN	WEUB	WEUS	WEUP	WENB	WENS	WENP	WEBS	WEBP	WESP	WUNB	WUNS	WUNP	WUBS	WUBP	WUSP	WNBS	WNBP	WNSP	WBSP	EUNB	EUNS	EUNP	EUBS	EUBP	EUSP	ENBS	ENBP	ENSP	EBSP	UNBS	UNBP	UNSP	UBSP	NBSP	NA
152	1.30E-08	1.30E-08	1.30E-08	2.48E-05	1.90E-07	1.36E-08	0.545535464	0.00354161	2.46E-10	2.46E-10	5.42E-08	3.39E-09	2.63E-10	0.000115892	6.87E-06	2.46E-10	5.42E-08	3.39E-09	2.63E-10	0.000115892	6.87E-06	5.43E-08	3.39E-09	2.63E-10	0.000115995	6.88E-06	7.46E-07	5.79E-08	0.004348636	0.001150347	3.42E-09	0.001392766	8.26E-05	0.000119009	7.06E-06	0.424423714	8.66E-12	9.20E-10	1.26E-10	9.75E-12	3.35E-07	4.15E-08	9.23E-10	1.26E-10	9.77E-12	3.36E-07	4.16E-08	1.34E-08	1.04E-09	9.71E-06	4.32E-06	1.29E-10	4.69E-06	5.82E-07	3.64E-07	4.51E-08	0.000433597	9.23E-10	1.26E-10	9.77E-12	3.36E-07	4.16E-08	1.34E-08	1.04E-09	9.71E-06	4.32E-06	1.29E-10	4.69E-06	5.82E-07	3.64E-07	4.51E-08	0.000433597	1.34E-08	1.04E-09	9.74E-06	4.33E-06	1.29E-10	4.70E-06	5.82E-07	3.65E-07	4.52E-08	0.000434237	1.37E-08	0.000135968	6.05E-05	1.05E-05	4.69E-06	0.009254197	4.77E-06	5.91E-07	0.005909602	0.00045642	1.72E-12	2.24E-13	2.18E-14	2.25E-09	3.93E-10	1.94E-11	1.89E-12	8.36E-08	4.20E-08	2.28E-13	3.20E-08	5.59E-09	2.52E-09	4.41E-10	4.19E-06	1.94E-11	1.89E-12	8.38E-08	4.21E-08	2.28E-13	3.20E-08	5.60E-09	2.53E-09	4.42E-10	4.20E-06	1.98E-11	1.19E-06	5.99E-07	9.41E-08	4.73E-08	7.96E-05	3.27E-08	5.72E-09	6.26E-05	4.73E-06	1.94E-11	1.89E-12	8.38E-08	4.21E-08	2.28E-13	3.20E-08	5.60E-09	2.53E-09	4.42E-10	4.20E-06	1.98E-11	1.19E-06	5.99E-07	9.41E-08	4.73E-08	7.96E-05	3.27E-08	5.72E-09	6.26E-05	4.73E-06	1.98E-11	1.19E-06	5.99E-07	9.43E-08	4.74E-08	7.99E-05	3.27E-08	5.72E-09	6.26E-05	4.75E-06	1.22E-06	6.13E-07	0.001189328	9.00E-05	6.40E-05	
153	1.05E-07	1.05E-07	1.05E-07	2.86E-05	1.25E-06	1.09E-07	0.132906853	0.037922032	1.79E-09	1.80E-09	8.22E-08	2.20E-08	1.92E-09	0.00016169	2.40E-05	1.80E-09	8.22E-08	2.20E-08	1.92E-09	0.00016169	2.40E-05	8.23E-08	2.20E-08	1.92E-09	0.000161728	2.41E-05	7.71E-07	8.64E-08	0.000556839	0.000619569	2.23E-08	0.000627715	0.000276254	0.000162842	2.51E-05	0.812246839	3.05E-11	8.52E-10	4.04E-10	3.38E-11	2.76E-07	1.64E-07	8.54E-10	4.04E-10	3.39E-11	2.77E-07	1.65E-07	1.11E-08	9.46E-10	2.81E-06	2.89E-06	4.12E-10	2.35E-06	2.32E-06	2.89E-07	1.84E-07	0.000512009	8.54E-10	4.04E-10	3.39E-11	2.77E-07	1.65E-07	1.11E-08	9.46E-10	2.81E-06	2.89E-06	4.12E-10	2.35E-06	2.32E-06	2.89E-07	1.84E-07	0.000512009	1.11E-08	9.48E-10	2.81E-06	2.90E-06	4.13E-10	2.35E-06	2.32E-06	2.89E-07	1.85E-07	0.000512498	1.14E-08	2.41E-05	3.94E-05	2.94E-06	3.21E-06	0.006378699	2.38E-06	2.37E-06	0.004703029	0.000529466	3.01E-12	1.13E-12	1.17E-13	1.58E-09	2.31E-10	3.15E-11	3.27E-12	1.51E-08	6.93E-09	1.15E-12	1.96E-08	2.40E-09	1.74E-09	2.50E-10	3.31E-06	3.15E-11	3.28E-12	1.52E-08	6.95E-09	1.15E-12	1.96E-08	2.40E-09	1.74E-09	2.51E-10	3.32E-06	3.20E-11	1.89E-07	7.92E-08	1.67E-08	7.60E-09	3.42E-05	2.00E-08	2.44E-09	4.52E-05	3.69E-06	3.15E-11	3.28E-12	1.52E-08	6.95E-09	1.15E-12	1.96E-08	2.40E-09	1.74E-09	2.51E-10	3.32E-06	3.20E-11	1.89E-07	7.92E-08	1.67E-08	7.60E-09	3.42E-05	2.00E-08	2.44E-09	4.52E-05	3.69E-06	3.20E-11	1.89E-07	7.92E-08	1.67E-08	7.62E-09	3.42E-05	2.00E-08	2.44E-09	4.52E-05	3.70E-06	1.93E-07	8.07E-08	0.000466358	3.80E-05	4.62E-05	
154	5.86E-09	5.86E-09	5.87E-09	3.97E-06	6.05E-08	6.10E-09	0.283958851	0.000419791	2.18E-10	2.19E-10	5.06E-08	2.53E-09	2.38E-10	0.000107793	1.53E-06	2.19E-10	5.06E-08	2.53E-09	2.38E-10	0.000107793	1.53E-06	5.07E-08	2.53E-09	2.39E-10	0.00010783	1.53E-06	5.29E-07	5.46E-08	0.009622805	0.000625401	2.58E-09	0.000420291	5.96E-06	0.000109105	1.55E-06	0.690024956	2.61E-12	4.59E-10	2.39E-11	2.80E-12	2.48E-07	8.67E-09	4.60E-10	2.39E-11	2.80E-12	2.48E-07	8.68E-09	4.23E-09	4.93E-10	1.47E-05	2.04E-06	2.42E-11	2.13E-06	6.84E-08	2.63E-07	9.16E-09	0.000624813	4.60E-10	2.39E-11	2.80E-12	2.48E-07	8.68E-09	4.23E-09	4.93E-10	1.47E-05	2.04E-06	2.42E-11	2.13E-06	6.84E-08	2.63E-07	9.16E-09	0.000624813	4.23E-09	4.94E-10	1.47E-05	2.04E-06	2.42E-11	2.13E-06	6.84E-08	2.64E-07	9.17E-09	0.000625019	4.30E-09	0.000127817	1.52E-05	1.56E-05	2.15E-06	0.008937574	2.17E-06	6.96E-08	0.002350137	0.00063219	2.43E-12	1.11E-13	1.57E-14	6.80E-10	5.13E-11	1.83E-11	2.57E-12	4.90E-08	9.48E-09	1.12E-13	5.19E-09	4.06E-10	7.18E-10	5.43E-11	2.77E-06	1.83E-11	2.57E-12	4.90E-08	9.50E-09	1.12E-13	5.19E-09	4.06E-10	7.19E-10	5.44E-11	2.78E-06	1.86E-11	3.74E-07	7.61E-08	5.18E-08	1.01E-08	2.90E-05	5.26E-09	4.11E-10	2.23E-05	2.93E-06	1.83E-11	2.57E-12	4.90E-08	9.50E-09	1.12E-13	5.19E-09	4.06E-10	7.19E-10	5.44E-11	2.78E-06	1.86E-11	3.74E-07	7.61E-08	5.18E-08	1.01E-08	2.90E-05	5.26E-09	4.11E-10	2.23E-05	2.93E-06	1.86E-11	3.74E-07	7.61E-08	5.18E-08	1.01E-08	2.90E-05	5.26E-09	4.11E-10	2.23E-05	2.94E-06	3.79E-07	7.72E-08	0.000236167	3.07E-05	2.27E-05	
155	1.18E-09	1.18E-09	1.18E-09	3.01E-06	4.31E-09	1.19E-09	0.741865149	8.53E-08	2.19E-11	2.19E-11	2.81E-08	6.28E-11	2.22E-11	0.000176183	7.78E-10	2.19E-11	2.81E-08	6.28E-11	2.22E-11	0.000176183	7.78E-10	2.81E-08	6.28E-11	2.22E-11	0.000176187	7.78E-10	8.03E-08	2.84E-08	0.255108065	9.76E-07	6.32E-11	0.000211704	9.45E-10	0.000176338	7.79E-10	0.000697413	1.24E-13	1.25E-10	3.62E-13	1.25E-13	1.26E-07	2.78E-12	1.25E-10	3.62E-13	1.25E-13	1.26E-07	2.78E-12	3.71E-10	1.27E-10	0.000141317	2.75E-09	3.65E-13	1.96E-07	4.20E-12	1.26E-07	2.79E-12	5.36E-07	1.25E-10	3.62E-13	1.25E-13	1.26E-07	2.78E-12	3.71E-10	1.27E-10	0.000141317	2.75E-09	3.65E-13	1.96E-07	4.20E-12	1.26E-07	2.79E-12	5.36E-07	3.71E-10	1.27E-10	0.000141331	2.75E-09	3.65E-13	1.96E-07	4.20E-12	1.26E-07	2.79E-12	5.36E-07	3.74E-10	0.000223725	4.22E-09	0.000141904	2.76E-09	0.000603741	1.97E-07	4.22E-12	7.98E-07	5.37E-07	4.73E-13	1.42E-15	4.62E-16	1.59E-10	7.54E-15	1.49E-12	4.81E-13	2.23E-07	7.72E-12	1.43E-15	3.23E-10	1.48E-14	1.61E-10	7.60E-15	8.09E-10	1.49E-12	4.81E-13	2.23E-07	7.73E-12	1.43E-15	3.23E-10	1.48E-14	1.61E-10	7.60E-15	8.09E-10	1.50E-12	4.58E-07	1.55E-11	2.25E-07	7.78E-12	1.14E-06	3.25E-10	1.49E-14	2.01E-09	8.18E-10	1.49E-12	4.81E-13	2.23E-07	7.73E-12	1.43E-15	3.23E-10	1.48E-14	1.61E-10	7.60E-15	8.09E-10	1.50E-12	4.58E-07	1.55E-11	2.25E-07	7.78E-12	1.14E-06	3.25E-10	1.49E-14	2.01E-09	8.18E-10	1.50E-12	4.59E-07	1.55E-11	2.25E-07	7.79E-12	1.14E-06	3.25E-10	1.49E-14	2.01E-09	8.18E-10	4.62E-07	1.56E-11	2.89E-06	1.15E-06	2.03E-09	
156	2.62E-09	2.62E-09	2.62E-09	6.64E-05	3.15E-09	2.62E-09	0.01513519	1.04E-08	4.20E-11	4.20E-11	5.33E-07	5.63E-11	4.21E-11	3.95E-05	1.43E-10	4.20E-11	5.33E-07	5.63E-11	4.21E-11	3.95E-05	1.43E-10	5.33E-07	5.63E-11	4.21E-11	3.95E-05	1.43E-10	7.21E-07	5.34E-07	0.982307937	1.82E-06	5.65E-11	4.15E-05	1.90E-10	3.95E-05	1.43E-10	6.97E-05	9.55E-14	8.09E-10	1.51E-13	9.59E-14	2.42E-08	3.56E-13	8.09E-10	1.51E-13	9.59E-14	2.42E-08	3.56E-13	1.29E-09	8.12E-10	0.00030444	3.03E-09	1.52E-13	2.76E-08	6.84E-13	2.42E-08	3.58E-13	5.11E-08	8.09E-10	1.51E-13	9.59E-14	2.42E-08	3.56E-13	1.29E-09	8.12E-10	0.00030444	3.03E-09	1.52E-13	2.76E-08	6.84E-13	2.42E-08	3.58E-13	5.11E-08	1.29E-09	8.12E-10	0.000304448	3.03E-09	1.52E-13	2.76E-08	6.84E-13	2.42E-08	3.58E-13	5.11E-08	1.30E-09	0.000349025	5.92E-09	0.000304731	3.05E-09	0.000644891	2.76E-08	6.89E-13	6.16E-08	5.11E-08	8.07E-13	2.00E-16	1.28E-16	1.78E-11	4.40E-16	1.27E-12	8.11E-13	1.49E-07	2.78E-12	2.01E-16	2.41E-11	7.78E-16	1.78E-11	4.42E-16	4.96E-11	1.27E-12	8.11E-13	1.49E-07	2.78E-12	2.01E-16	2.41E-11	7.78E-16	1.78E-11	4.42E-16	4.96E-11	1.27E-12	2.03E-07	4.96E-12	1.49E-07	2.80E-12	4.17E-07	2.42E-11	7.82E-16	8.44E-11	4.99E-11	1.27E-12	8.11E-13	1.49E-07	2.78E-12	2.01E-16	2.41E-11	7.78E-16	1.78E-11	4.42E-16	4.96E-11	1.27E-12	2.03E-07	4.96E-12	1.49E-07	2.80E-12	4.17E-07	2.42E-11	7.82E-16	8.44E-11	4.99E-11	1.27E-12	2.03E-07	4.96E-12	1.49E-07	2.80E-12	4.17E-07	2.42E-11	7.82E-16	8.44E-11	4.99E-11	2.04E-07	4.99E-12	7.20E-07	4.19E-07	8.49E-11	
157	1.54E-09	1.54E-09	1.55E-09	1.14E-08	7.29E-09	1.58E-09	0.003809682	0.000426212	4.43E-11	4.44E-11	1.55E-10	1.87E-10	4.54E-11	2.23E-05	3.42E-06	4.44E-11	1.55E-10	1.87E-10	4.54E-11	2.23E-05	3.42E-06	1.55E-10	1.87E-10	4.54E-11	2.23E-05	3.42E-06	3.52E-10	1.57E-10	2.36E-05	5.23E-06	1.89E-10	2.84E-05	6.75E-06	2.23E-05	3.44E-06	0.989708953	2.04E-13	4.60E-13	8.40E-13	2.09E-13	3.61E-08	8.25E-09	4.60E-13	8.40E-13	2.09E-13	3.61E-08	8.25E-09	1.28E-12	4.66E-13	3.84E-08	1.15E-08	8.48E-13	5.70E-08	2.49E-08	3.62E-08	8.37E-09	0.000884874	4.60E-13	8.40E-13	2.09E-13	3.61E-08	8.25E-09	1.28E-12	4.66E-13	3.84E-08	1.15E-08	8.48E-13	5.70E-08	2.49E-08	3.62E-08	8.37E-09	0.000884874	1.28E-12	4.66E-13	3.84E-08	1.15E-08	8.48E-13	5.71E-08	2.49E-08	3.62E-08	8.38E-09	0.000884936	1.29E-12	6.33E-08	3.29E-08	3.86E-08	1.17E-08	0.000943551	5.73E-08	2.52E-08	0.0013734	0.000887174	1.32E-15	3.04E-15	7.63E-16	6.45E-11	2.03E-11	4.25E-15	1.34E-15	6.94E-11	2.74E-11	3.07E-15	1.33E-10	6.76E-11	6.50E-11	2.07E-11	1.25E-06	4.25E-15	1.34E-15	6.94E-11	2.74E-11	3.07E-15	1.33E-10	6.76E-11	6.50E-11	2.07E-11	1.25E-06	4.29E-15	1.49E-10	8.97E-11	7.00E-11	2.79E-11	1.36E-06	1.34E-10	6.82E-11	3.00E-06	1.26E-06	4.25E-15	1.34E-15	6.94E-11	2.74E-11	3.07E-15	1.33E-10	6.76E-11	6.50E-11	2.07E-11	1.25E-06	4.29E-15	1.49E-10	8.97E-11	7.00E-11	2.79E-11	1.36E-06	1.34E-10	6.82E-11	3.00E-06	1.26E-06	4.29E-15	1.49E-10	8.97E-11	7.01E-11	2.79E-11	1.36E-06	1.34E-10	6.83E-11	3.00E-06	1.26E-06	1.50E-10	9.05E-11	3.51E-06	1.38E-06	3.03E-06	
158	7.27E-10	7.27E-10	7.27E-10	1.25E-09	2.01E-09	7.31E-10	3.05E-07	0.982542914	2.27E-11	2.27E-11	3.04E-11	4.98E-11	2.28E-11	4.55E-09	0.000188538	2.27E-11	3.04E-11	4.98E-11	2.28E-11	4.55E-09	0.000188538	3.04E-11	4.98E-11	2.28E-11	4.55E-09	0.000188551	5.83E-11	3.05E-11	4.56E-09	0.000216224	5.00E-11	4.81E-09	0.000312608	4.55E-09	0.000188999	0.016124657	1.01E-13	1.22E-13	2.21E-13	1.02E-13	1.22E-11	1.16E-07	1.22E-13	2.21E-13	1.02E-13	1.22E-11	1.16E-07	2.46E-13	1.23E-13	1.23E-11	1.29E-07	2.22E-13	1.31E-11	2.34E-07	1.22E-11	1.16E-07	7.56E-06	1.22E-13	2.21E-13	1.02E-13	1.22E-11	1.16E-07	2.46E-13	1.23E-13	1.23E-11	1.29E-07	2.22E-13	1.31E-11	2.34E-07	1.22E-11	1.16E-07	7.56E-06	2.46E-13	1.23E-13	1.23E-11	1.29E-07	2.22E-13	1.31E-11	2.34E-07	1.22E-11	1.16E-07	7.56E-06	2.47E-13	1.32E-11	2.53E-07	1.23E-11	1.30E-07	7.58E-06	1.31E-11	2.35E-07	8.24E-06	7.56E-06	3.68E-16	8.40E-16	3.16E-16	3.21E-14	1.82E-10	9.16E-16	3.71E-16	3.22E-14	2.01E-10	8.46E-16	3.61E-14	4.72E-10	3.21E-14	1.84E-10	1.04E-08	9.16E-16	3.71E-16	3.22E-14	2.01E-10	8.46E-16	3.61E-14	4.72E-10	3.21E-14	1.84E-10	1.04E-08	9.22E-16	3.63E-14	5.04E-10	3.22E-14	2.03E-10	1.05E-08	3.61E-14	4.76E-10	1.24E-08	1.04E-08	9.16E-16	3.71E-16	3.22E-14	2.01E-10	8.46E-16	3.61E-14	4.72E-10	3.21E-14	1.84E-10	1.04E-08	9.22E-16	3.63E-14	5.04E-10	3.22E-14	2.03E-10	1.05E-08	3.61E-14	4.76E-10	1.24E-08	1.04E-08	9.22E-16	3.63E-14	5.04E-10	3.22E-14	2.03E-10	1.05E-08	3.61E-14	4.76E-10	1.24E-08	1.04E-08	3.64E-14	5.08E-10	1.25E-08	1.05E-08	1.24E-08	
159	5.01E-08	5.01E-08	5.02E-08	3.21E-05	5.89E-07	5.22E-08	0.906325678	1.11E-05	1.04E-09	1.04E-09	2.99E-07	8.88E-09	1.08E-09	0.000337056	8.54E-08	1.04E-09	2.99E-07	8.88E-09	1.08E-09	0.000337056	8.54E-08	2.99E-07	8.89E-09	1.08E-09	0.000337103	8.54E-08	2.41E-06	3.10E-07	0.086888892	2.29E-05	8.97E-09	0.000787748	1.59E-07	0.000338668	8.56E-08	0.002813343	1.52E-11	3.11E-09	1.45E-10	1.62E-11	5.22E-07	4.71E-10	3.11E-09	1.45E-10	1.63E-11	5.22E-07	4.71E-10	2.90E-08	3.31E-09	0.000103495	9.38E-08	1.47E-10	2.65E-06	1.30E-09	5.38E-07	4.75E-10	3.69E-06	3.11E-09	1.45E-10	1.63E-11	5.22E-07	4.71E-10	2.90E-08	3.31E-09	0.000103495	9.38E-08	1.47E-10	2.65E-06	1.30E-09	5.38E-07	4.75E-10	3.69E-06	2.90E-08	3.32E-09	0.000103572	9.38E-08	1.47E-10	2.65E-06	1.30E-09	5.39E-07	4.75E-10	3.69E-06	2.94E-08	0.000523507	2.59E-07	0.0001067	9.46E-08	0.000728916	2.69E-06	1.31E-09	1.19E-05	3.72E-06	2.87E-11	1.26E-12	1.51E-13	1.72E-09	2.51E-12	2.53E-10	3.06E-11	4.36E-07	5.03E-10	1.28E-12	1.15E-08	1.29E-11	1.80E-09	2.58E-12	1.31E-08	2.54E-10	3.07E-11	4.36E-07	5.03E-10	1.28E-12	1.15E-08	1.29E-11	1.80E-09	2.59E-12	1.31E-08	2.57E-10	2.90E-06	2.60E-09	4.57E-07	5.19E-10	3.31E-06	1.16E-08	1.31E-11	9.52E-08	1.37E-08	2.54E-10	3.07E-11	4.36E-07	5.03E-10	1.28E-12	1.15E-08	1.29E-11	1.80E-09	2.59E-12	1.31E-08	2.57E-10	2.90E-06	2.60E-09	4.57E-07	5.19E-10	3.31E-06	1.16E-08	1.31E-11	9.52E-08	1.37E-08	2.57E-10	2.91E-06	2.60E-09	4.57E-07	5.20E-10	3.31E-06	1.16E-08	1.31E-11	9.52E-08	1.38E-08	2.95E-06	2.63E-09	2.41E-05	3.47E-06	9.69E-08	
160	3.75E-09	3.75E-09	3.75E-09	5.36E-05	8.41E-09	3.77E-09	0.012392735	3.27E-08	1.03E-10	1.03E-10	7.37E-07	2.50E-10	1.04E-10	7.07E-05	5.60E-10	1.03E-10	7.37E-07	2.50E-10	1.04E-10	7.07E-05	5.60E-10	7.37E-07	2.50E-10	1.04E-10	7.07E-05	5.60E-10	1.78E-06	7.43E-07	0.981528861	3.98E-06	2.52E-10	7.92E-05	9.84E-10	7.08E-05	5.62E-10	0.000116753	4.69E-13	2.22E-09	1.31E-12	4.75E-13	1.12E-07	2.15E-12	2.22E-09	1.31E-12	4.75E-13	1.12E-07	2.15E-12	6.19E-09	2.25E-09	0.000785982	1.01E-08	1.32E-12	1.38E-07	5.87E-12	1.12E-07	2.17E-12	1.98E-07	2.22E-09	1.31E-12	4.75E-13	1.12E-07	2.15E-12	6.19E-09	2.25E-09	0.000785982	1.01E-08	1.32E-12	1.38E-07	5.87E-12	1.12E-07	2.17E-12	1.98E-07	6.19E-09	2.25E-09	0.00078601	1.01E-08	1.32E-12	1.38E-07	5.88E-12	1.12E-07	2.17E-12	1.98E-07	6.25E-09	0.000972951	2.78E-08	0.000787081	1.03E-08	0.001394824	1.38E-07	5.94E-12	2.65E-07	1.98E-07	6.00E-12	5.20E-15	1.73E-15	1.91E-10	7.33E-15	1.83E-11	6.10E-12	8.93E-07	2.58E-11	5.24E-15	2.88E-10	2.21E-14	1.92E-10	7.44E-15	3.96E-10	1.83E-11	6.10E-12	8.93E-07	2.58E-11	5.24E-15	2.88E-10	2.21E-14	1.92E-10	7.44E-15	3.96E-10	1.85E-11	1.34E-06	7.79E-11	8.96E-07	2.62E-11	1.85E-06	2.89E-10	2.23E-14	7.94E-10	3.98E-10	1.83E-11	6.10E-12	8.93E-07	2.58E-11	5.24E-15	2.88E-10	2.21E-14	1.92E-10	7.44E-15	3.96E-10	1.85E-11	1.34E-06	7.79E-11	8.96E-07	2.62E-11	1.85E-06	2.89E-10	2.23E-14	7.94E-10	3.98E-10	1.85E-11	1.34E-06	7.79E-11	8.96E-07	2.62E-11	1.85E-06	2.89E-10	2.23E-14	7.94E-10	3.98E-10	1.35E-06	7.86E-11	3.71E-06	1.86E-06	8.01E-10	
161	2.33E-07	2.33E-07	2.33E-07	3.15E-07	3.35E-06	2.46E-07	0.661510206	0.216146844	2.33E-09	2.34E-09	2.46E-09	2.99E-08	2.48E-09	0.000171463	4.35E-05	2.34E-09	2.46E-09	2.99E-08	2.48E-09	0.000171463	4.35E-05	2.47E-09	2.99E-08	2.48E-09	0.000171596	4.35E-05	3.03E-08	2.61E-09	0.000172564	4.45E-05	3.02E-08	0.001906244	0.000390062	0.000175411	4.47E-05	0.114536913	9.57E-11	9.61E-11	1.38E-09	1.08E-10	5.38E-07	2.55E-07	9.64E-11	1.38E-09	1.08E-10	5.39E-07	2.55E-07	1.39E-09	1.08E-10	5.40E-07	2.56E-07	1.41E-09	7.25E-06	3.70E-06	5.74E-07	2.85E-07	0.000217614	9.64E-11	1.38E-09	1.08E-10	5.39E-07	2.55E-07	1.39E-09	1.08E-10	5.40E-07	2.56E-07	1.41E-09	7.25E-06	3.70E-06	5.74E-07	2.85E-07	0.000217614	1.39E-09	1.09E-10	5.41E-07	2.57E-07	1.41E-09	7.25E-06	3.71E-06	5.75E-07	2.86E-07	0.000217931	1.42E-09	7.27E-06	3.72E-06	5.76E-07	2.87E-07	0.000218337	7.33E-06	3.78E-06	0.002928135	0.00022892	2.77E-13	3.00E-12	2.93E-13	6.15E-09	7.78E-10	3.12E-12	3.04E-13	6.16E-09	8.00E-10	3.06E-12	8.82E-08	1.02E-08	6.91E-09	8.65E-10	3.86E-06	3.13E-12	3.05E-13	6.18E-09	8.02E-10	3.06E-12	8.83E-08	1.02E-08	6.92E-09	8.67E-10	3.87E-06	3.18E-12	8.86E-08	1.05E-08	6.94E-09	8.93E-10	3.88E-06	9.03E-08	1.04E-08	5.75E-05	4.36E-06	3.13E-12	3.05E-13	6.18E-09	8.02E-10	3.06E-12	8.83E-08	1.02E-08	6.92E-09	8.67E-10	3.87E-06	3.18E-12	8.86E-08	1.05E-08	6.94E-09	8.93E-10	3.88E-06	9.03E-08	1.04E-08	5.75E-05	4.36E-06	3.18E-12	8.86E-08	1.06E-08	6.96E-09	8.95E-10	3.89E-06	9.03E-08	1.04E-08	5.76E-05	4.37E-06	9.06E-08	1.08E-08	5.78E-05	4.38E-06	5.89E-05	
162	1.29E-09	1.29E-09	1.29E-09	1.30E-09	1.05E-08	1.32E-09	0.013343524	0.000635963	4.25E-11	4.26E-11	4.28E-11	2.35E-10	4.34E-11	9.81E-05	4.72E-06	4.26E-11	4.28E-11	2.35E-10	4.34E-11	9.81E-05	4.72E-06	4.28E-11	2.35E-10	4.35E-11	9.81E-05	4.72E-06	2.36E-10	4.37E-11	9.81E-05	4.72E-06	2.37E-10	0.000128336	6.11E-06	9.82E-05	4.72E-06	0.978688583	2.59E-13	2.60E-13	1.37E-12	2.66E-13	2.02E-07	1.06E-08	2.60E-13	1.37E-12	2.66E-13	2.02E-07	1.06E-08	1.37E-12	2.67E-13	2.02E-07	1.06E-08	1.38E-12	2.94E-07	1.67E-08	2.02E-07	1.06E-08	0.001023163	2.60E-13	1.37E-12	2.66E-13	2.02E-07	1.06E-08	1.37E-12	2.67E-13	2.02E-07	1.06E-08	1.38E-12	2.94E-07	1.67E-08	2.02E-07	1.06E-08	0.001023163	1.37E-12	2.67E-13	2.02E-07	1.06E-08	1.38E-12	2.94E-07	1.67E-08	2.02E-07	1.06E-08	0.001023217	1.39E-12	2.94E-07	1.67E-08	2.02E-07	1.06E-08	0.001023516	2.95E-07	1.68E-08	0.001521043	0.001025032	1.50E-15	8.81E-15	1.54E-15	5.50E-10	3.02E-11	8.83E-15	1.55E-15	5.50E-10	3.03E-11	8.90E-15	1.04E-09	6.20E-11	5.53E-10	3.05E-11	1.89E-06	8.83E-15	1.55E-15	5.50E-10	3.03E-11	8.90E-15	1.04E-09	6.20E-11	5.53E-10	3.05E-11	1.89E-06	8.93E-15	1.04E-09	6.21E-11	5.53E-10	3.05E-11	1.89E-06	1.05E-09	6.24E-11	4.26E-06	1.91E-06	8.83E-15	1.55E-15	5.50E-10	3.03E-11	8.90E-15	1.04E-09	6.20E-11	5.53E-10	3.05E-11	1.89E-06	8.93E-15	1.04E-09	6.21E-11	5.53E-10	3.05E-11	1.89E-06	1.05E-09	6.24E-11	4.26E-06	1.91E-06	8.93E-15	1.04E-09	6.22E-11	5.53E-10	3.05E-11	1.89E-06	1.05E-09	6.24E-11	4.26E-06	1.91E-06	1.05E-09	6.26E-11	4.26E-06	1.91E-06	4.29E-06	
